,feature,importance,feature_type
1027,ratio_max_20170312T082001_B06,0,ratio_20170312T082001
1028,ratio_max_20170322T081611_B06,4,ratio_20170322T081611
1029,ratio_max_20170531T082011_B06,8,ratio_20170531T082011
1030,ratio_max_20170620T082011_B06,1,ratio_20170620T082011
1031,ratio_max_20170710T082011_B06,4,ratio_20170710T082011
1032,ratio_max_20170715T081609_B06,14,ratio_20170715T081609
1033,ratio_max_20170804T081559_B06,3,ratio_20170804T081559
1034,ratio_max_20170819T082011_B06,1,ratio_20170819T082011
1035,ratio_mean_20170131T082151_B06,2,ratio_20170131T082151
1036,ratio_mean_20170210T082051_B06,2,ratio_20170210T082051
1037,ratio_mean_20170312T082001_B06,4,ratio_20170312T082001
1038,ratio_mean_20170322T081611_B06,4,ratio_20170322T081611
1039,ratio_mean_20170531T082011_B06,6,ratio_20170531T082011
1040,ratio_mean_20170620T082011_B06,5,ratio_20170620T082011
1041,ratio_mean_20170710T082011_B06,4,ratio_20170710T082011
1042,ratio_mean_20170715T081609_B06,2,ratio_20170715T081609
1043,ratio_mean_20170804T081559_B06,6,ratio_20170804T081559
1044,ratio_mean_20170819T082011_B06,0,ratio_20170819T082011
1045,ratio_median_20170131T082151_B06,3,ratio_20170131T082151
1046,ratio_median_20170210T082051_B06,2,ratio_20170210T082051
1047,ratio_median_20170312T082001_B06,2,ratio_20170312T082001
1048,ratio_median_20170322T081611_B06,5,ratio_20170322T081611
1049,ratio_median_20170531T082011_B06,5,ratio_20170531T082011
1050,ratio_median_20170620T082011_B06,5,ratio_20170620T082011
1051,ratio_median_20170710T082011_B06,2,ratio_20170710T082011
1052,ratio_median_20170715T081609_B06,4,ratio_20170715T081609
1053,ratio_median_20170804T081559_B06,7,ratio_20170804T081559
1054,ratio_median_20170819T082011_B06,3,ratio_20170819T082011
1055,ratio_min_20170131T082151_B06,10,ratio_20170131T082151
1056,ratio_min_20170210T082051_B06,2,ratio_20170210T082051
1057,ratio_min_20170312T082001_B06,0,ratio_20170312T082001
1058,ratio_min_20170322T081611_B06,3,ratio_20170322T081611
1059,ratio_min_20170531T082011_B06,5,ratio_20170531T082011
1060,ratio_min_20170620T082011_B06,3,ratio_20170620T082011
1061,ratio_min_20170710T082011_B06,6,ratio_20170710T082011
1062,ratio_min_20170715T081609_B06,9,ratio_20170715T081609
1063,ratio_min_20170804T081559_B06,0,ratio_20170804T081559
1064,ratio_min_20170819T082011_B06,2,ratio_20170819T082011
1065,ratio_std_20170131T082151_B06,1,ratio_20170131T082151
1066,ratio_std_20170210T082051_B06,0,ratio_20170210T082051
1067,ratio_std_20170312T082001_B06,1,ratio_20170312T082001
1068,ratio_std_20170322T081611_B06,7,ratio_20170322T081611
1069,ratio_std_20170531T082011_B06,6,ratio_20170531T082011
1070,ratio_std_20170620T082011_B06,1,ratio_20170620T082011
1071,ratio_std_20170710T082011_B06,12,ratio_20170710T082011
1072,ratio_std_20170715T081609_B06,2,ratio_20170715T081609
1073,ratio_std_20170804T081559_B06,2,ratio_20170804T081559
1074,ratio_std_20170819T082011_B06,2,ratio_20170819T082011
1075,ratio_max_20170131T082151_B07,6,ratio_20170131T082151
1076,ratio_max_20170210T082051_B07,1,ratio_20170210T082051
1077,ratio_max_20170312T082001_B07,10,ratio_20170312T082001
1078,ratio_max_20170322T081611_B07,10,ratio_20170322T081611
1079,ratio_max_20170531T082011_B07,5,ratio_20170531T082011
1080,ratio_max_20170620T082011_B07,7,ratio_20170620T082011
1081,ratio_max_20170710T082011_B07,8,ratio_20170710T082011
1082,ratio_max_20170715T081609_B07,1,ratio_20170715T081609
1083,ratio_max_20170804T081559_B07,4,ratio_20170804T081559
1084,ratio_max_20170819T082011_B07,10,ratio_20170819T082011
1085,ratio_mean_20170131T082151_B07,8,ratio_20170131T082151
1086,ratio_mean_20170210T082051_B07,9,ratio_20170210T082051
1087,ratio_mean_20170312T082001_B07,1,ratio_20170312T082001
1088,ratio_mean_20170322T081611_B07,9,ratio_20170322T081611
1089,ratio_mean_20170531T082011_B07,3,ratio_20170531T082011
1090,ratio_mean_20170620T082011_B07,4,ratio_20170620T082011
1091,ratio_mean_20170710T082011_B07,3,ratio_20170710T082011
1092,ratio_mean_20170715T081609_B07,2,ratio_20170715T081609
1093,ratio_mean_20170804T081559_B07,1,ratio_20170804T081559
1094,ratio_mean_20170819T082011_B07,4,ratio_20170819T082011
1095,ratio_median_20170131T082151_B07,2,ratio_20170131T082151
1096,ratio_median_20170210T082051_B07,2,ratio_20170210T082051
1097,ratio_median_20170312T082001_B07,4,ratio_20170312T082001
1098,ratio_median_20170322T081611_B07,2,ratio_20170322T081611
1099,ratio_median_20170531T082011_B07,3,ratio_20170531T082011
1100,ratio_median_20170620T082011_B07,1,ratio_20170620T082011
1101,ratio_median_20170710T082011_B07,9,ratio_20170710T082011
1102,ratio_median_20170715T081609_B07,3,ratio_20170715T081609
1103,ratio_median_20170804T081559_B07,0,ratio_20170804T081559
1104,ratio_median_20170819T082011_B07,3,ratio_20170819T082011
1105,ratio_min_20170131T082151_B07,7,ratio_20170131T082151
1106,ratio_min_20170210T082051_B07,3,ratio_20170210T082051
1107,ratio_min_20170312T082001_B07,4,ratio_20170312T082001
1108,ratio_min_20170322T081611_B07,4,ratio_20170322T081611
1109,ratio_min_20170531T082011_B07,5,ratio_20170531T082011
1110,ratio_min_20170620T082011_B07,3,ratio_20170620T082011
1111,ratio_min_20170710T082011_B07,0,ratio_20170710T082011
1112,ratio_min_20170715T081609_B07,0,ratio_20170715T081609
1113,ratio_min_20170804T081559_B07,4,ratio_20170804T081559
1114,ratio_min_20170819T082011_B07,2,ratio_20170819T082011
1115,ratio_std_20170131T082151_B07,4,ratio_20170131T082151
1116,ratio_std_20170210T082051_B07,3,ratio_20170210T082051
1117,ratio_std_20170312T082001_B07,1,ratio_20170312T082001
1118,ratio_std_20170322T081611_B07,6,ratio_20170322T081611
1119,ratio_std_20170531T082011_B07,4,ratio_20170531T082011
1120,ratio_std_20170620T082011_B07,0,ratio_20170620T082011
1121,ratio_std_20170710T082011_B07,6,ratio_20170710T082011
1122,ratio_std_20170715T081609_B07,3,ratio_20170715T081609
1123,ratio_std_20170804T081559_B07,6,ratio_20170804T081559
1124,ratio_std_20170819T082011_B07,1,ratio_20170819T082011
1125,ratio_contrast_20170131T082151_B08,2,ratio_20170131T082151
1126,ratio_contrast_20170210T082051_B08,4,ratio_20170210T082051
1127,ratio_contrast_20170312T082001_B08,22,ratio_20170312T082001
1128,ratio_contrast_20170322T081611_B08,8,ratio_20170322T081611
1129,ratio_contrast_20170531T082011_B08,4,ratio_20170531T082011
1130,ratio_contrast_20170620T082011_B08,12,ratio_20170620T082011
1131,ratio_contrast_20170710T082011_B08,6,ratio_20170710T082011
1132,ratio_contrast_20170715T081609_B08,0,ratio_20170715T081609
1133,ratio_contrast_20170804T081559_B08,0,ratio_20170804T081559
1134,ratio_contrast_20170819T082011_B08,23,ratio_20170819T082011
1135,ratio_correlation_20170131T082151_B08,1,ratio_20170131T082151
1136,ratio_correlation_20170210T082051_B08,3,ratio_20170210T082051
1137,ratio_correlation_20170312T082001_B08,1,ratio_20170312T082001
1138,ratio_correlation_20170322T081611_B08,2,ratio_20170322T081611
1139,ratio_correlation_20170531T082011_B08,6,ratio_20170531T082011
1140,ratio_correlation_20170620T082011_B08,0,ratio_20170620T082011
1141,ratio_correlation_20170710T082011_B08,6,ratio_20170710T082011
1142,ratio_correlation_20170715T081609_B08,1,ratio_20170715T081609
1143,ratio_correlation_20170804T081559_B08,8,ratio_20170804T081559
1144,ratio_correlation_20170819T082011_B08,3,ratio_20170819T082011
1145,ratio_dissimilarity_20170131T082151_B08,2,ratio_20170131T082151
1146,ratio_dissimilarity_20170210T082051_B08,10,ratio_20170210T082051
1147,ratio_dissimilarity_20170312T082001_B08,10,ratio_20170312T082001
1148,ratio_dissimilarity_20170322T081611_B08,8,ratio_20170322T081611
1149,ratio_dissimilarity_20170531T082011_B08,3,ratio_20170531T082011
1150,ratio_dissimilarity_20170620T082011_B08,5,ratio_20170620T082011
1151,ratio_dissimilarity_20170710T082011_B08,14,ratio_20170710T082011
1152,ratio_dissimilarity_20170715T081609_B08,0,ratio_20170715T081609
1153,ratio_dissimilarity_20170804T081559_B08,3,ratio_20170804T081559
1154,ratio_dissimilarity_20170819T082011_B08,5,ratio_20170819T082011
1155,ratio_energy_20170131T082151_B08,5,ratio_20170131T082151
1156,ratio_energy_20170210T082051_B08,2,ratio_20170210T082051
1157,ratio_energy_20170312T082001_B08,1,ratio_20170312T082001
1158,ratio_energy_20170322T081611_B08,8,ratio_20170322T081611
1159,ratio_energy_20170531T082011_B08,4,ratio_20170531T082011
1160,ratio_energy_20170620T082011_B08,3,ratio_20170620T082011
1161,ratio_energy_20170710T082011_B08,7,ratio_20170710T082011
1162,ratio_energy_20170715T081609_B08,1,ratio_20170715T081609
1163,ratio_energy_20170804T081559_B08,10,ratio_20170804T081559
1164,ratio_energy_20170819T082011_B08,0,ratio_20170819T082011
1165,ratio_homogeneity_20170131T082151_B08,4,ratio_20170131T082151
1166,ratio_homogeneity_20170210T082051_B08,0,ratio_20170210T082051
1167,ratio_homogeneity_20170312T082001_B08,5,ratio_20170312T082001
1168,ratio_homogeneity_20170322T081611_B08,3,ratio_20170322T081611
1169,ratio_homogeneity_20170531T082011_B08,8,ratio_20170531T082011
1170,ratio_homogeneity_20170620T082011_B08,4,ratio_20170620T082011
1171,ratio_homogeneity_20170710T082011_B08,2,ratio_20170710T082011
1172,ratio_homogeneity_20170715T081609_B08,0,ratio_20170715T081609
1173,ratio_homogeneity_20170804T081559_B08,4,ratio_20170804T081559
1174,ratio_homogeneity_20170819T082011_B08,9,ratio_20170819T082011
1175,ratio_max_20170131T082151_B08,7,ratio_20170131T082151
1176,ratio_max_20170210T082051_B08,6,ratio_20170210T082051
1177,ratio_max_20170312T082001_B08,4,ratio_20170312T082001
1178,ratio_max_20170322T081611_B08,8,ratio_20170322T081611
1179,ratio_max_20170531T082011_B08,2,ratio_20170531T082011
1180,ratio_max_20170620T082011_B08,7,ratio_20170620T082011
1181,ratio_max_20170710T082011_B08,3,ratio_20170710T082011
1182,ratio_max_20170715T081609_B08,8,ratio_20170715T081609
1183,ratio_max_20170804T081559_B08,1,ratio_20170804T081559
1184,ratio_max_20170819T082011_B08,4,ratio_20170819T082011
1185,ratio_mean_20170131T082151_B08,4,ratio_20170131T082151
1186,ratio_mean_20170210T082051_B08,4,ratio_20170210T082051
1187,ratio_mean_20170312T082001_B08,4,ratio_20170312T082001
1188,ratio_mean_20170322T081611_B08,3,ratio_20170322T081611
1189,ratio_mean_20170531T082011_B08,2,ratio_20170531T082011
1190,ratio_mean_20170620T082011_B08,10,ratio_20170620T082011
1191,ratio_mean_20170710T082011_B08,7,ratio_20170710T082011
1192,ratio_mean_20170715T081609_B08,7,ratio_20170715T081609
1193,ratio_mean_20170804T081559_B08,0,ratio_20170804T081559
1194,ratio_mean_20170819T082011_B08,3,ratio_20170819T082011
1195,ratio_median_20170131T082151_B08,2,ratio_20170131T082151
1196,ratio_median_20170210T082051_B08,3,ratio_20170210T082051
1197,ratio_median_20170312T082001_B08,1,ratio_20170312T082001
1198,ratio_median_20170322T081611_B08,8,ratio_20170322T081611
1199,ratio_median_20170531T082011_B08,1,ratio_20170531T082011
1200,ratio_median_20170620T082011_B08,2,ratio_20170620T082011
1201,ratio_median_20170710T082011_B08,2,ratio_20170710T082011
1202,ratio_median_20170715T081609_B08,2,ratio_20170715T081609
1203,ratio_median_20170804T081559_B08,1,ratio_20170804T081559
1204,ratio_median_20170819T082011_B08,1,ratio_20170819T082011
1205,ratio_min_20170131T082151_B08,2,ratio_20170131T082151
1206,ratio_min_20170210T082051_B08,7,ratio_20170210T082051
1207,ratio_min_20170312T082001_B08,1,ratio_20170312T082001
1208,ratio_min_20170322T081611_B08,4,ratio_20170322T081611
1209,ratio_min_20170531T082011_B08,5,ratio_20170531T082011
1210,ratio_min_20170620T082011_B08,0,ratio_20170620T082011
1211,ratio_min_20170710T082011_B08,1,ratio_20170710T082011
1212,ratio_min_20170715T081609_B08,1,ratio_20170715T081609
1213,ratio_min_20170804T081559_B08,1,ratio_20170804T081559
1214,ratio_min_20170819T082011_B08,4,ratio_20170819T082011
1215,ratio_std_20170131T082151_B08,10,ratio_20170131T082151
1216,ratio_std_20170210T082051_B08,4,ratio_20170210T082051
1217,ratio_std_20170312T082001_B08,1,ratio_20170312T082001
1218,ratio_std_20170322T081611_B08,11,ratio_20170322T081611
1219,ratio_std_20170531T082011_B08,3,ratio_20170531T082011
1220,ratio_std_20170620T082011_B08,0,ratio_20170620T082011
1221,ratio_std_20170710T082011_B08,6,ratio_20170710T082011
1222,ratio_std_20170715T081609_B08,0,ratio_20170715T081609
1223,ratio_std_20170804T081559_B08,1,ratio_20170804T081559
1224,ratio_std_20170819T082011_B08,1,ratio_20170819T082011
1225,ratio_max_20170131T082151_B09,4,ratio_20170131T082151
1226,ratio_max_20170210T082051_B09,1,ratio_20170210T082051
1227,ratio_max_20170312T082001_B09,6,ratio_20170312T082001
1228,ratio_max_20170322T081611_B09,6,ratio_20170322T081611
1229,ratio_max_20170531T082011_B09,1,ratio_20170531T082011
1230,ratio_max_20170620T082011_B09,3,ratio_20170620T082011
1231,ratio_max_20170710T082011_B09,3,ratio_20170710T082011
1232,ratio_max_20170715T081609_B09,4,ratio_20170715T081609
1233,ratio_max_20170804T081559_B09,0,ratio_20170804T081559
1234,ratio_max_20170819T082011_B09,3,ratio_20170819T082011
1235,ratio_mean_20170131T082151_B09,3,ratio_20170131T082151
1236,ratio_mean_20170210T082051_B09,4,ratio_20170210T082051
1237,ratio_mean_20170312T082001_B09,7,ratio_20170312T082001
1238,ratio_mean_20170322T081611_B09,2,ratio_20170322T081611
1239,ratio_mean_20170531T082011_B09,0,ratio_20170531T082011
1240,ratio_mean_20170620T082011_B09,5,ratio_20170620T082011
1241,ratio_mean_20170710T082011_B09,3,ratio_20170710T082011
1242,ratio_mean_20170715T081609_B09,3,ratio_20170715T081609
1243,ratio_mean_20170804T081559_B09,0,ratio_20170804T081559
1244,ratio_mean_20170819T082011_B09,1,ratio_20170819T082011
1245,ratio_median_20170131T082151_B09,5,ratio_20170131T082151
1246,ratio_median_20170210T082051_B09,3,ratio_20170210T082051
1247,ratio_median_20170312T082001_B09,6,ratio_20170312T082001
1248,ratio_median_20170322T081611_B09,3,ratio_20170322T081611
1249,ratio_median_20170531T082011_B09,6,ratio_20170531T082011
1250,ratio_median_20170620T082011_B09,5,ratio_20170620T082011
1251,ratio_median_20170710T082011_B09,4,ratio_20170710T082011
1252,ratio_median_20170715T081609_B09,9,ratio_20170715T081609
1253,ratio_median_20170804T081559_B09,1,ratio_20170804T081559
1254,ratio_median_20170819T082011_B09,3,ratio_20170819T082011
1255,ratio_min_20170131T082151_B09,2,ratio_20170131T082151
1256,ratio_min_20170210T082051_B09,2,ratio_20170210T082051
1257,ratio_min_20170312T082001_B09,3,ratio_20170312T082001
1258,ratio_min_20170322T081611_B09,3,ratio_20170322T081611
1259,ratio_min_20170531T082011_B09,6,ratio_20170531T082011
1260,ratio_min_20170620T082011_B09,4,ratio_20170620T082011
1261,ratio_min_20170710T082011_B09,1,ratio_20170710T082011
1262,ratio_min_20170715T081609_B09,6,ratio_20170715T081609
1263,ratio_min_20170804T081559_B09,0,ratio_20170804T081559
1264,ratio_min_20170819T082011_B09,0,ratio_20170819T082011
1265,ratio_std_20170131T082151_B09,15,ratio_20170131T082151
1266,ratio_std_20170210T082051_B09,4,ratio_20170210T082051
1267,ratio_std_20170312T082001_B09,4,ratio_20170312T082001
1268,ratio_std_20170322T081611_B09,0,ratio_20170322T081611
1269,ratio_std_20170531T082011_B09,11,ratio_20170531T082011
1270,ratio_std_20170620T082011_B09,7,ratio_20170620T082011
1271,ratio_std_20170710T082011_B09,1,ratio_20170710T082011
1272,ratio_std_20170715T081609_B09,2,ratio_20170715T081609
1273,ratio_std_20170804T081559_B09,7,ratio_20170804T081559
1274,ratio_std_20170819T082011_B09,3,ratio_20170819T082011
1275,ratio_max_20170131T082151_B10,0,ratio_20170131T082151
1276,ratio_max_20170210T082051_B10,1,ratio_20170210T082051
1277,ratio_max_20170312T082001_B10,2,ratio_20170312T082001
1278,ratio_max_20170322T081611_B10,0,ratio_20170322T081611
1279,ratio_max_20170531T082011_B10,2,ratio_20170531T082011
1280,ratio_max_20170620T082011_B10,1,ratio_20170620T082011
1281,ratio_max_20170710T082011_B10,2,ratio_20170710T082011
1282,ratio_max_20170715T081609_B10,2,ratio_20170715T081609
1283,ratio_max_20170804T081559_B10,1,ratio_20170804T081559
1284,ratio_max_20170819T082011_B10,4,ratio_20170819T082011
1285,ratio_mean_20170131T082151_B10,1,ratio_20170131T082151
1286,ratio_mean_20170210T082051_B10,1,ratio_20170210T082051
1287,ratio_mean_20170312T082001_B10,1,ratio_20170312T082001
1288,ratio_mean_20170322T081611_B10,2,ratio_20170322T081611
1289,ratio_mean_20170531T082011_B10,2,ratio_20170531T082011
1290,ratio_mean_20170620T082011_B10,1,ratio_20170620T082011
1291,ratio_mean_20170710T082011_B10,1,ratio_20170710T082011
1292,ratio_mean_20170715T081609_B10,3,ratio_20170715T081609
1293,ratio_mean_20170804T081559_B10,3,ratio_20170804T081559
1294,ratio_mean_20170819T082011_B10,3,ratio_20170819T082011
1295,ratio_median_20170131T082151_B10,8,ratio_20170131T082151
1296,ratio_median_20170210T082051_B10,0,ratio_20170210T082051
1297,ratio_median_20170312T082001_B10,3,ratio_20170312T082001
1298,ratio_median_20170322T081611_B10,1,ratio_20170322T081611
1299,ratio_median_20170531T082011_B10,2,ratio_20170531T082011
1300,ratio_median_20170620T082011_B10,2,ratio_20170620T082011
1301,ratio_median_20170710T082011_B10,2,ratio_20170710T082011
1302,ratio_median_20170715T081609_B10,10,ratio_20170715T081609
1303,ratio_median_20170804T081559_B10,4,ratio_20170804T081559
1304,ratio_median_20170819T082011_B10,5,ratio_20170819T082011
1305,ratio_min_20170131T082151_B10,3,ratio_20170131T082151
1306,ratio_min_20170210T082051_B10,2,ratio_20170210T082051
1307,ratio_min_20170312T082001_B10,6,ratio_20170312T082001
1308,ratio_min_20170322T081611_B10,1,ratio_20170322T081611
1309,ratio_min_20170531T082011_B10,6,ratio_20170531T082011
1310,ratio_min_20170620T082011_B10,6,ratio_20170620T082011
1311,ratio_min_20170710T082011_B10,1,ratio_20170710T082011
1312,ratio_min_20170715T081609_B10,2,ratio_20170715T081609
1313,ratio_min_20170804T081559_B10,4,ratio_20170804T081559
1314,ratio_min_20170819T082011_B10,1,ratio_20170819T082011
1315,ratio_std_20170131T082151_B10,11,ratio_20170131T082151
1316,ratio_std_20170210T082051_B10,0,ratio_20170210T082051
1317,ratio_std_20170312T082001_B10,8,ratio_20170312T082001
1318,ratio_std_20170322T081611_B10,2,ratio_20170322T081611
1319,ratio_std_20170531T082011_B10,6,ratio_20170531T082011
1320,ratio_std_20170620T082011_B10,2,ratio_20170620T082011
1321,ratio_std_20170710T082011_B10,9,ratio_20170710T082011
1322,ratio_std_20170715T081609_B10,4,ratio_20170715T081609
1323,ratio_std_20170804T081559_B10,6,ratio_20170804T081559
1324,ratio_std_20170819T082011_B10,5,ratio_20170819T082011
1325,ratio_max_20170131T082151_B11,2,ratio_20170131T082151
1326,ratio_max_20170210T082051_B11,7,ratio_20170210T082051
1327,ratio_max_20170312T082001_B11,5,ratio_20170312T082001
1328,ratio_max_20170322T081611_B11,4,ratio_20170322T081611
1329,ratio_max_20170531T082011_B11,0,ratio_20170531T082011
1330,ratio_max_20170620T082011_B11,7,ratio_20170620T082011
1331,ratio_max_20170710T082011_B11,2,ratio_20170710T082011
1332,ratio_max_20170715T081609_B11,0,ratio_20170715T081609
1333,ratio_max_20170804T081559_B11,2,ratio_20170804T081559
1334,ratio_max_20170819T082011_B11,1,ratio_20170819T082011
1335,ratio_mean_20170131T082151_B11,3,ratio_20170131T082151
1336,ratio_mean_20170210T082051_B11,1,ratio_20170210T082051
1337,ratio_mean_20170312T082001_B11,1,ratio_20170312T082001
1338,ratio_mean_20170322T081611_B11,2,ratio_20170322T081611
1339,ratio_mean_20170531T082011_B11,13,ratio_20170531T082011
1340,ratio_mean_20170620T082011_B11,9,ratio_20170620T082011
1341,ratio_mean_20170710T082011_B11,6,ratio_20170710T082011
1342,ratio_mean_20170715T081609_B11,2,ratio_20170715T081609
1343,ratio_mean_20170804T081559_B11,1,ratio_20170804T081559
1344,ratio_mean_20170819T082011_B11,2,ratio_20170819T082011
1345,ratio_median_20170131T082151_B11,1,ratio_20170131T082151
1346,ratio_median_20170210T082051_B11,2,ratio_20170210T082051
1347,ratio_median_20170312T082001_B11,4,ratio_20170312T082001
1348,ratio_median_20170322T081611_B11,1,ratio_20170322T081611
1349,ratio_median_20170531T082011_B11,2,ratio_20170531T082011
1350,ratio_median_20170620T082011_B11,20,ratio_20170620T082011
1351,ratio_median_20170710T082011_B11,8,ratio_20170710T082011
1352,ratio_median_20170715T081609_B11,5,ratio_20170715T081609
1353,ratio_median_20170804T081559_B11,2,ratio_20170804T081559
1354,ratio_median_20170819T082011_B11,2,ratio_20170819T082011
1355,ratio_min_20170131T082151_B11,6,ratio_20170131T082151
1356,ratio_min_20170210T082051_B11,5,ratio_20170210T082051
1357,ratio_min_20170312T082001_B11,1,ratio_20170312T082001
1358,ratio_min_20170322T081611_B11,3,ratio_20170322T081611
1359,ratio_min_20170531T082011_B11,11,ratio_20170531T082011
1360,ratio_min_20170620T082011_B11,9,ratio_20170620T082011
1361,ratio_min_20170710T082011_B11,4,ratio_20170710T082011
1362,ratio_min_20170715T081609_B11,2,ratio_20170715T081609
1363,ratio_min_20170804T081559_B11,2,ratio_20170804T081559
1364,ratio_min_20170819T082011_B11,2,ratio_20170819T082011
1365,ratio_std_20170131T082151_B11,1,ratio_20170131T082151
1366,ratio_std_20170210T082051_B11,6,ratio_20170210T082051
1367,ratio_std_20170312T082001_B11,4,ratio_20170312T082001
1368,ratio_std_20170322T081611_B11,4,ratio_20170322T081611
1369,ratio_std_20170531T082011_B11,3,ratio_20170531T082011
1370,ratio_std_20170620T082011_B11,10,ratio_20170620T082011
1371,ratio_std_20170710T082011_B11,2,ratio_20170710T082011
1372,ratio_std_20170715T081609_B11,0,ratio_20170715T081609
1373,ratio_std_20170804T081559_B11,1,ratio_20170804T081559
1374,ratio_std_20170819T082011_B11,4,ratio_20170819T082011
1375,ratio_max_20170131T082151_B12,4,ratio_20170131T082151
1376,ratio_max_20170210T082051_B12,7,ratio_20170210T082051
1377,ratio_max_20170312T082001_B12,3,ratio_20170312T082001
1378,ratio_max_20170322T081611_B12,2,ratio_20170322T081611
1379,ratio_max_20170531T082011_B12,4,ratio_20170531T082011
1380,ratio_max_20170620T082011_B12,13,ratio_20170620T082011
1381,ratio_max_20170710T082011_B12,5,ratio_20170710T082011
1382,ratio_max_20170715T081609_B12,4,ratio_20170715T081609
1383,ratio_max_20170804T081559_B12,12,ratio_20170804T081559
1384,ratio_max_20170819T082011_B12,0,ratio_20170819T082011
1385,ratio_mean_20170131T082151_B12,9,ratio_20170131T082151
1386,ratio_mean_20170210T082051_B12,5,ratio_20170210T082051
1387,ratio_mean_20170312T082001_B12,7,ratio_20170312T082001
1388,ratio_mean_20170322T081611_B12,16,ratio_20170322T081611
1389,ratio_mean_20170531T082011_B12,7,ratio_20170531T082011
1390,ratio_mean_20170620T082011_B12,9,ratio_20170620T082011
1391,ratio_mean_20170710T082011_B12,2,ratio_20170710T082011
1392,ratio_mean_20170715T081609_B12,4,ratio_20170715T081609
1393,ratio_mean_20170804T081559_B12,5,ratio_20170804T081559
1394,ratio_mean_20170819T082011_B12,2,ratio_20170819T082011
1395,ratio_median_20170131T082151_B12,2,ratio_20170131T082151
1396,ratio_median_20170210T082051_B12,11,ratio_20170210T082051
1397,ratio_median_20170312T082001_B12,2,ratio_20170312T082001
1398,ratio_median_20170322T081611_B12,3,ratio_20170322T081611
1399,ratio_median_20170531T082011_B12,3,ratio_20170531T082011
1400,ratio_median_20170620T082011_B12,8,ratio_20170620T082011
1401,ratio_median_20170710T082011_B12,7,ratio_20170710T082011
1402,ratio_median_20170715T081609_B12,6,ratio_20170715T081609
1403,ratio_median_20170804T081559_B12,7,ratio_20170804T081559
1404,ratio_median_20170819T082011_B12,3,ratio_20170819T082011
1405,ratio_min_20170131T082151_B12,6,ratio_20170131T082151
1406,ratio_min_20170210T082051_B12,9,ratio_20170210T082051
1407,ratio_min_20170312T082001_B12,4,ratio_20170312T082001
1408,ratio_min_20170322T081611_B12,20,ratio_20170322T081611
1409,ratio_min_20170531T082011_B12,6,ratio_20170531T082011
1410,ratio_min_20170620T082011_B12,7,ratio_20170620T082011
1411,ratio_min_20170710T082011_B12,12,ratio_20170710T082011
1412,ratio_min_20170715T081609_B12,4,ratio_20170715T081609
1413,ratio_min_20170804T081559_B12,1,ratio_20170804T081559
1414,ratio_min_20170819T082011_B12,2,ratio_20170819T082011
1415,ratio_std_20170131T082151_B12,0,ratio_20170131T082151
1416,ratio_std_20170210T082051_B12,3,ratio_20170210T082051
1417,ratio_std_20170312T082001_B12,2,ratio_20170312T082001
1418,ratio_std_20170322T081611_B12,6,ratio_20170322T081611
1419,ratio_std_20170531T082011_B12,14,ratio_20170531T082011
1420,ratio_std_20170620T082011_B12,0,ratio_20170620T082011
1421,ratio_std_20170710T082011_B12,2,ratio_20170710T082011
1422,ratio_std_20170715T081609_B12,0,ratio_20170715T081609
1423,ratio_std_20170804T081559_B12,0,ratio_20170804T081559
1424,ratio_std_20170819T082011_B12,3,ratio_20170819T082011
1425,ratio_max_20170131T082151_B8A,14,ratio_20170131T082151
1426,ratio_max_20170210T082051_B8A,1,ratio_20170210T082051
1427,ratio_max_20170312T082001_B8A,3,ratio_20170312T082001
1428,ratio_max_20170322T081611_B8A,7,ratio_20170322T081611
1429,ratio_max_20170531T082011_B8A,6,ratio_20170531T082011
1430,ratio_max_20170620T082011_B8A,2,ratio_20170620T082011
1431,ratio_max_20170710T082011_B8A,11,ratio_20170710T082011
1432,ratio_max_20170715T081609_B8A,4,ratio_20170715T081609
1433,ratio_max_20170804T081559_B8A,3,ratio_20170804T081559
1434,ratio_max_20170819T082011_B8A,4,ratio_20170819T082011
1435,ratio_mean_20170131T082151_B8A,7,ratio_20170131T082151
1436,ratio_mean_20170210T082051_B8A,7,ratio_20170210T082051
1437,ratio_mean_20170312T082001_B8A,1,ratio_20170312T082001
1438,ratio_mean_20170322T081611_B8A,7,ratio_20170322T081611
1439,ratio_mean_20170531T082011_B8A,5,ratio_20170531T082011
1440,ratio_mean_20170620T082011_B8A,10,ratio_20170620T082011
1441,ratio_mean_20170710T082011_B8A,6,ratio_20170710T082011
1442,ratio_mean_20170715T081609_B8A,8,ratio_20170715T081609
1443,ratio_mean_20170804T081559_B8A,4,ratio_20170804T081559
1444,ratio_mean_20170819T082011_B8A,3,ratio_20170819T082011
1445,ratio_median_20170131T082151_B8A,4,ratio_20170131T082151
1446,ratio_median_20170210T082051_B8A,0,ratio_20170210T082051
1447,ratio_median_20170312T082001_B8A,2,ratio_20170312T082001
1448,ratio_median_20170322T081611_B8A,4,ratio_20170322T081611
1449,ratio_median_20170531T082011_B8A,3,ratio_20170531T082011
1450,ratio_median_20170620T082011_B8A,4,ratio_20170620T082011
1451,ratio_median_20170710T082011_B8A,1,ratio_20170710T082011
1452,ratio_median_20170715T081609_B8A,3,ratio_20170715T081609
1453,ratio_median_20170804T081559_B8A,1,ratio_20170804T081559
1454,ratio_median_20170819T082011_B8A,9,ratio_20170819T082011
1455,ratio_min_20170131T082151_B8A,3,ratio_20170131T082151
